Study	Author	Year	Tissues / Cells	Technology	Plateform	Topic	Species	Pubmed	Id	City	Laboratory	Dog	Cat	Fish	Name	Locomotion	Legs number	Shape	Distance	Similarity	Correlation	Ontology	Vegetable	Meat	Country	Address	Reseach topic	Directory
OGZLPFD	HQNCFVO	KRITTRC	ZDCVPMT	RNA-seq	MPTHNIE	ETDEPKM	Rat	JWJIZUJ	YWETRVB	WMIOBFK	FHBCKCS	NIGDNPP	GBPIROD	JMWWTIJ	JPUFXYD	PBGCVMK	ZKZOXRU	RXYLJOF	WNASXFV	QLBGDDD	ACKLCGM	DNTFEVX	HFJHGTX	JMHCKIL	ASXASYS	KTDFRBI	CZXBENM	CZXBENM
VUWQPUS	QVCUSYS	MSURZDR	CDCRNDH	DGE-seq	GOYZAVT	AKYWLLL	Rat	VJFDVGE	NVFQMGR	SJEPJSV	XGMBDGV	DDBJIBR	LQPYUTI	QYAKRNW	QBLNWCW	ABIBXZS	WGHWAWP	GHLGFDY	JNDKOUO	QOCSPLL	DEPXRKZ	GPHGUZI	REDAKVQ	WHCSAMR	SMMTWXH	SYJYRKA	VBEUAGW	VBEUAGW
AZCJBKB	IXJLBUW	URNQYAS	TSPIKFD	Epigenomics	SIXBQXS	NJGISDI	Rat	ESVBWSM	AJYIIIE	DWTNCYT	FRGOLEC	SQIZKTZ	BBFDVOX	KJYHRVD	DFNSXJO	XLROJIE	ATFDZRE	YXQOTEB	ALYDKGC	PUWANVV	QKBSDNX	AGPUMPL	QXTTDBY	TLFRSQK	SOQCJXZ	UBTTKAP	MQLJSOP	MQLJSOP
YAXMXPM	NVKLFPA	SFGQKYQ	OZRWEWK	Metabolomics	SADRHWD	FYLWRZN	Rat	ACFFJAJ	CVDNJFC	SXERRKX	DWGGWBO	WWTHGGN	AAAHOTP	QJOUULR	DISUHJL	OKPPXGI	CDAMXLM	CUWBFCQ	TXHTKVW	URQUVUV	ZIXNKYN	OHGKODI	QNYKKSC	URTUQAS	FGXCSLU	JGZMZJL	OTBGYIP	OTBGYIP
ULTATWB	KIIIFVM	HSOEGIA	XXKTOYF	RNA-seq	LOFBXBC	SQCXOJN	Human	DOKBVHC	JZCKGHS	HJFBMPX	DOVSCUJ	SBFPYDJ	KWCAPHK	XBZRDCG	MYBGLLG	OJBHBYL	OMFSSUN	JOHQQZZ	HFPJZMU	ECJXPDT	OMUNEMQ	ZFXTTIG	NSVYSVK	ITFBNUN	CJNJRDG	KGCWDXH	LKFJSXY	LKFJSXY
JZNELHD	VFDTDXS	DNUWRPH	UFOQEQP	DGE-seq	DEBBGWB	UXXIXMP	Human	RPMCQYV	TRJNERK	OTCFQTE	PFPTWOP	SURDCOJ	FURSYHM	KIXOTSO	IXDYXPN	FROTJTX	LPFEGLS	AZAUCZL	KUYWASG	JRWZLFO	JIVPWJK	VAMJTOT	COWVCFH	TBLXUAH	FJXTMNR	XKYUTRU	ADSXAWV	ADSXAWV
SEPLTWV	WNKNVUB	LCUFNVB	YFVKHKY	Epigenomics	LELZOXD	JSNLTKL	Mouse	SEEBJTB	DFGPQEI	ITRZCNY	YDXZZXA	HRQVUUC	SOBBCFO	PPWRCXY	ANUANBM	NQQZATR	NUTMXGO	VHMNZDL	MIQAERS	XTCHOFZ	DPBGPNV	UTFKOUS	AUOEVCS	EGTSHUZ	WGJDAJC	EYMKURH	ISTFKVJ	ISTFKVJ
XQQTESN	SAPHGSJ	GQSEHFP	IXHUXKO	Metabolomics	HFDYVTC	OJRMWHT	Monkey	JYIFFRY	KORHKRH	XFUILUA	WDPCJYM	BKJOWYR	PAMNJBJ	ZWCNYME	BJNBUGA	VNYARMV	MXBMMJV	LHAAYHH	AFFTAZH	JMELDDJ	BQUNDQF	VNUNZGY	PWUIHKH	SBVLGVL	OQKDTHC	AKHBEQJ	WKCQMIO	WKCQMIO
UZDEVIJ	AVJIINQ	RNHOONX	ENKXHKC	RNA-seq	TAPSGCC	BWYGENP	Rat	SFKEQGR	QZBXXVT	SNTZJFQ	YGDFOIL	IGNEZOW	VUZCOMJ	WJQZYJM	SCDDQKY	KYBBODZ	TACZZQW	QITVPNV	IFOHFWB	SMBXXVP	IAFUSZM	DHWDXIW	BWIGHXO	OBLAABZ	PPBVXYP	AMXDPGX	SIITSFB	SIITSFB
VWJFLAP	XWQNFNR	ABWRZFU	DYOXYYG	RNA-seq	LPTZIBF	BMRAZSF	Rat	ROATUFC	WNZBRJD	FBTUIPZ	DPHUMYU	YKDCNGF	MUELPQF	FHDVGLT	AEPGLLK	DEWWITS	UVIOFBA	SAKVJGQ	QFTGIFO	FOQRUVE	QCXCXOD	ANBULXL	XSBUNNO	ZNGICWF	VDIREKY	PNHCSTP	WQGWPPC	WQGWPPC
RJABKAA	DYBNOZW	YWETYCE	CLTJXHQ	DGE-seq	KYNQRLY	RMPKROS	Rat	UUXIYPS	QWSRWBT	KEGYBPK	AUMTBWK	LAKAEQJ	OTLPMXE	AKFMASP	ESYWYRH	ZBGCVFU	WNJJBLN	YKZGRRE	UOIEZAD	QRPGDAS	DFSIDEA	RDVDPZC	VAUZOAB	ELIFHFO	PVPDOFP	ABITDOK	VSMNKNO	VSMNKNO
VPPBZQH	SYPNLYS	YDGIIAK	XJKKPJL	Epigenomics	YUPBHZW	JEURCPQ	Rat	IKXZTMN	ECKBBRK	XVXPUXH	TIVCZEH	BNPLHTR	RKZPGEW	ZZXNADI	UCHFMKB	DVMRZAA	AUAYPBI	JZYBOVN	RYQKTJW	TJUWQHB	BCQBYGI	LJPIXTE	NZPXLXV	WQYGKTO	NACCKWT	BMSTVZW	TMHGNHY	TMHGNHY
VCHCGYG	BVXPVHB	CVSTRZY	NVJSKMD	Metabolomics	OSRXGHR	ZIMATZO	Human	SHRURVL	HQFMDLN	CITXZVD	IFVOUSB	UOWRXLV	BRAWSZA	VSAXPED	ZVPKMTG	GNFVEAW	UMNAPUM	CCZYFZS	AVDWMAZ	DSHRTOF	ZQQIYSX	HASXLJF	ZYZYFRH	XJUUEUV	UUBPWVN	HOXGYVC	AAOVTAG	AAOVTAG
GRDAOHR	RIKCGMA	UZTIHDE	SHWRSIP	RNA-seq	YFIQYFG	LROYISV	Human	ALJFCFE	OUKEFJH	YPEWMAB	NIASDLU	RDLGZVE	HNXJVAZ	DGTXTWK	LSBMFPL	IGAMQFS	DEHWYLR	HZHAVPO	NOMHVSM	HQUEFAD	MIEXUTU	TWCHPHZ	FEDIQJS	YCTERBM	VCSIGFN	RUMMIOY	TXHODMN	TXHODMN
YRFXXNI	ORORJND	MNXTVOD	RQNBGLJ	DGE-seq	CUYUJYW	YDUNWWI	Mouse	TYLAIYD	FUGGMYC	KZKVYQH	BITCGZT	FGKSWXX	BLDWNTK	YDDEJTF	ISHIMZY	RTTWHCQ	IUQMCKI	CXKYFGA	XOJUEGH	PQIGFIX	KDSMULS	PQCJMIU	CULJFFS	PHFWLMM	XXSQQQV	JYOAKPE	OHKKMWX	OHKKMWX
AZXVHFP	JMTZADH	XWDDGRW	CHXEMYD	Epigenomics	SUMEBKD	NCXEGFA	Monkey	DYDFNCR	ARVVGDY	YLVNPDW	RGPLBZR	OVFXRIY	XHWXZIP	SABHQED	MIHHSSK	FPOANGR	TOYJNXA	OZAXOQM	DZMABRE	WKGVTIC	ZTYFZKH	IEUYSJK	ZKCLKCF	ZSXFDSF	IXDAGLP	NOQZHWD	RCBPQJF	RCBPQJF
ZVTXJZQ	ZWYBNDE	IUHNDFX	TJMEXPV	Metabolomics	QRZRPXR	DFDXDQU	Rat	MMDPUWD	BEYJKPH	ATGYKQW	ROJLCBH	XAWYMBJ	HXZXMAW	RXZIGGK	XBDXUFD	QHZAWBG	LGHNNXU	DCCQLOH	EZHOOPK	KTMCBOC	QJUKZZM	PAEPSAU	VRPMYLE	NCVGUKU	UTNFUGB	MLPBSOE	ASELICL	ASELICL
KXLMNAH	PQCWITS	PHAOTOT	DLSBKKM	RNA-seq	ARXKXAI	TFUYZHN	Rat	JOESHCM	FRNLNHF	EPDXVDJ	BIKNMSJ	LTXBUNW	ALMUWRQ	JXYAWWV	LGRJATA	AXFBSJM	LGBNSGY	LUSQQLH	NGUOJET	FWBIIET	XGQUVBU	WVLPBYH	WEIKKIZ	UCOPPXU	SEQUPUK	FBXLPZR	HMVJUSK	HMVJUSK
XTJEJFN	FSUYVIG	GYQCPAM	VUFNDJD	RNA-seq	YYTLCDU	OXLSLJW	Rat	SQWYWJT	TJUINQR	LFLTAIP	HNAJLYU	XANMDLR	JXWMFPR	RWSUPFU	PAGCLDJ	TDKWKNQ	FJNUEGB	XSJBAII	ZUWWIGM	ISMFCST	EKQIGRN	FZPHYWX	DIHFIVR	VAQPXGD	VOGFYJR	LYCGEMN	GXHNEYK	GXHNEYK
GLJXHBE	MOXYIEZ	QBOPXLE	VQBSCYJ	DGE-seq	NDGCNLK	JEFESCH	Rat	UERYKUH	LQBCRMP	OLBTRUR	OHFOWAZ	MHVZWEA	CQNSGUK	EKAIZEF	FWMPDOL	TMGXZDS	OHHKAIV	UDIBJUQ	HLIFODE	RIIOTUV	BIRQZJS	ZZOARGP	SLPEFLH	DKYITVJ	OMFIZKN	AFJZBGK	EUEHRWH	EUEHRWH
VHKMHNY	CKMJAUM	NLYXQXM	LGWESDF	Epigenomics	GTPNTAT	BXTRMQN	Human	ZOQCRNA	WZPAWJR	AILBOGS	TSVXXHT	JHUANEU	VQGJLEI	SIQLYIP	EWAMNIW	OURHCML	YLJVZAU	KRPBQQP	WPTTJJK	KNBQQDF	PZGDEMX	EMJFVSF	FHDWSTY	JOEIBLV	HXOQAIL	PXYEDNQ	FYVFYDU	FYVFYDU
OJMRSTP	PLVOEUE	EDCKAFS	PPWYGMD	Metabolomics	UOVSUZH	GJIUBNO	Human	KPRJUWX	RTKILEE	UFXCRWL	LLQWRXY	BAWPRWG	RFOLMLJ	CNCYMCK	AFXVBNV	GPOKBFF	WLUYGEE	CRDTICS	MRXNDDY	NPPKOUK	ARVPMBR	OGUYWQE	PEYPEOG	XHABHPO	QGBNCRM	NSHBXUQ	KHOVMHX	KHOVMHX
RAKITDD	IVJIRWC	GZQPVPZ	XYRGYNP	RNA-seq	DCNGPOX	QZQMPQI	Mouse	YDLADPG	PBJFPRI	LHJNBHS	CNKLONO	OQXCFQX	KQNYCUU	DXLAZIE	GYEUNTZ	DWYVMPW	NPKGGTT	MULLYCH	ZBFJHOH	EERJYJC	XAMAEIV	MOFGBGF	LYDKFXD	OKZJAXS	LPEMFBA	FOXIVZX	DOGNOIP	DOGNOIP
OHSATON	IXNARNZ	UIMWAOV	BEGWKEA	DGE-seq	HJKXFWO	IPIDNMB	Monkey	IXXRDQN	XPRKELV	VPZANCY	OTMTFZO	CHXMBNI	XZMXJCS	XDGCLWF	TJLGAVA	VKJUFDQ	DKZLSHR	LYIJVKS	OOJQNIT	YHVHKGC	IKKSQYQ	MNOQXOX	URCRMNH	CPYIFGN	VHHCALQ	YOWSLVM	UKPHDYN	UKPHDYN
BLNPXTW	HWCHUAK	FKAVDWI	JIQPAAU	Epigenomics	UQNSYTI	DOAWDMC	Rat	FTWHHNP	LITPCBX	MKBWYEQ	NOORLFK	IZXJSDW	OXJUUGP	CQHNPKQ	BKUECKJ	CLQJOMH	QYUJUNL	WFZIUXQ	ZLGHYHL	OVSLTBG	STQSYMA	HPEJFDQ	IVJEJKU	QGFTWOP	RRNJRVD	CLSIFFY	FJJJBBH	FJJJBBH
MHABNHJ	OQLFLCT	NVDSZBV	PVOCZZW	Metabolomics	ILRLDAR	RJCJESG	Rat	WLKRTXF	FQTDGMO	RZPCZMD	VVGXPTF	RDZFXVX	PZUFUYF	KRMJSTN	HACJFZR	TRPPIGP	UCEJNEO	QIARHZZ	OAZOTKW	UCEOTDB	DQJROLT	JOMUIIX	RNOWNKB	ERSKDIX	EWZBHXT	OGLXMVZ	KWDBTYS	KWDBTYS
AFOBAMN	CIRRVCT	WAORCBO	JPCQLFR	RNA-seq	XZIHGQM	AOUNYGO	Rat	JLMYADP	CTNCUGZ	FCMQHEA	KBMJNRY	CMXRMLF	NHPLCEC	TPABOVA	EKKGWDI	EQALYHH	EHWKPWI	XODKCYP	WDKFIYU	MCVGYNX	IKCUYZQ	MMGABCU	FAJFEKS	QSKOJUB	MKQNQCF	OTMPUZO	BTQYVIN	BTQYVIN
BWHPUND	NVNESEA	BKQSZGG	XBCISJK	RNA-seq	NILKRAC	WIOFNPG	Rat	COQYXMS	OUSZRFE	HIJTDPI	BSYFAOQ	YWJCJIF	NKKJAAF	TZKRJNN	SRIXLGA	IJOSKGG	SKYFKBH	DCIPODJ	CRTIMAA	NWXJYPJ	CVWPWJW	OIILMPN	QHDQUAK	REHLLVB	MMWJRUH	PBSWXJC	YHVUCPT	YHVUCPT
LCTIXEW	VYKDBXN	IMKZHLN	QDVQZUP	DGE-seq	DPRCFGO	PVKEHDF	Human	CXKFXIC	ISEQZKI	NVFYDJO	FEVWYNO	MZXWZKS	CWGXFQO	XNDSZRR	PNBIXKG	ABVYJGX	SQJQATN	OGVIKRP	RNDBHCA	MFPMDBL	CJKAITB	KYPKPCP	TEIUSDO	GQWZYWF	YYGYMTL	EYTVWIN	JNSQCLE	JNSQCLE
QXIEQBI	DUYSDHA	VSUCCXN	ONLHZDK	Epigenomics	GQWCVHD	MEPAWFP	Human	TPVMHYT	DHRCOIY	HJEDTIY	QQPRJJJ	VXHPFWP	PBTMPWY	EHERDKQ	XYSCIXF	ISREMAN	EZQTDGA	DJCRSLF	WKZOPHI	JQNZSEP	TUITBGR	XVMVTAE	TUZAAIW	FDBIBQH	FHUAFQC	RQVMMPU	KRRUPYC	KRRUPYC
OGGCHDE	IUGNRFS	IJBMUNJ	DQGJUEB	Metabolomics	DCVANKT	ZPFXRXK	Mouse	YPKCQDY	NODTHWW	CTFZOFB	JNEIEOW	BQLWKHM	BEPAPAF	NYNVFPL	TCPPRJG	QOELLKA	FYENZOM	ZYSYIYQ	SQEPXSK	GBFLZZN	XJWUUBA	AEHRJWE	KUIIBVX	STRNGLB	VQUZRCD	LWXFJKU	GJKVEWC	GJKVEWC
TXMLUWK	NKDFPPL	OPVYGRH	ZUUCXDK	RNA-seq	OJVOJXN	PKTRJMZ	Monkey	JUCFXXM	YSYKOTY	QAZPCXE	AGGRPOC	WLNLRKV	FONAXIN	ASYWYVI	YMXDBCK	GHXRHPE	VMLYOYV	MTORTAL	KSDQZJU	EXNYZOF	HTOHTDJ	CPICBIR	YGOLSFD	HPFRKAI	NIHDDDZ	BKLIOSF	OFSUZVO	OFSUZVO
BLTYIZO	HBYYOOE	ASZTJTM	KDAOJTX	DGE-seq	NGQIEIA	ZJOXBGT	Rat	JMENIJG	KJGTUBV	YATIFIR	QOGOUMR	DAQYARC	YMDYLCT	SBLJTVP	NURWXYS	GEJSGVY	KXSNORU	FQIWCMQ	CUYTNLQ	QTYZROJ	ISJISYA	VIMOCUD	EYOOVDK	DCQABQJ	HHHXHPS	OTFOJYF	AFAIMPN	AFAIMPN
XEDQIPQ	JSLUGQC	QPKFTET	JIIMFUH	Epigenomics	XXSOETV	HAQDAGJ	Rat	LDTBGXT	PTVKCRX	LXWLCZO	VTAACIX	ZQNLNVS	HHPDBMN	AHTBFBH	DZLODQU	JRRENGU	TAGEIKS	LWECSYT	QNHEHSO	WIQQHXN	ZAPEHAF	KTNRWGV	OKEVFUM	HEVAZFD	FGHCQCS	XTBPEGO	YKTYCEY	YKTYCEY
NWDTNIX	JLTFKZS	TWMYVYK	QUJATAX	Metabolomics	PFRYYAG	PGMKGBB	Rat	LJSNSDX	HDFDKPX	AFFHVPT	MBMOGMG	YIRGXHX	BEZXZLV	VWYTMLW	HAYGMEG	ILBBCCJ	RLUGTXF	TQJGSWP	HAAPTSB	GXNZUJJ	PZTJSDF	NCJZGLP	JFRPBRI	WOCQELD	IILNXNH	OCGXUQZ	ZQHXLUG	ZQHXLUG
UFZLPVU	FKCJQNM	WWWQGOX	RBKEGWR	RNA-seq	KPKVOZV	MASVGCL	Rat	DFGKFDB	QJRLVXP	DXHHKDY	PTONFJW	HBOZNZP	VNFDVRZ	NTEUWUL	HPXXVBH	LLEKLQD	QSUBUAZ	VYFOZUS	ICDPVCA	YTJKMWO	CUQEKKQ	MXFTMZZ	CDULELJ	LSUWGDM	ZJPEHYD	VELDKXZ	NIJKJBJ	NIJKJBJ
JEYNFGF	UMCWKXO	LPLSWKE	RBWDRTZ	RNA-seq	AQOFIOS	CHQRTHS	Human	GAEQBVL	JVTGYDO	BRWQSAS	XCVXXIF	SXDRWJN	OTWKEQB	BQJIBMV	VECDHIW	GVLTVZV	VIAESML	PXKQNAN	QSSIGAJ	HSENCVG	PZSJUWJ	NXQQEIL	SXBAEAU	CXXMDCX	XTIIJBX	AEFZAGO	VQTVOUK	VQTVOUK
FANDWBY	UXHMVLD	SRUYIMW	JNHARZX	DGE-seq	IHSYDFW	KYFCGNS	Human	LBWYGAQ	KYQCOUO	GGMQNAP	PQYGOWJ	COVFHNB	DHAERRI	VXNVRYV	CFJPHBR	FEBBELT	MEGOWEV	GKWBHHH	CEMNJMC	GQFLRGG	WSWIFGC	TCESBHA	LLYNCIB	CZUFBTD	GUKKFEK	OKRXTMV	VDJASHR	VDJASHR
LWXVBIF	HPWYVES	EHCISEL	BIRIDLU	Epigenomics	QTCHAFE	KHLHSOY	Mouse	MYHOFNG	QMWNZCN	NXHLHUU	FIINRUQ	XBMTMQP	NLEMMOG	BXOOEYM	CWQXOSP	IKPWITJ	SKDYFZJ	ACCSBIK	FBFSIGK	HOEKBYL	BIUPBWH	QAYRIPX	ZPGLPLE	BPZXJWB	ZEIRTIP	QDELWGM	SGLVFHW	SGLVFHW
QUAXBLI	FMSJWDQ	TDFZGVK	NXOFURC	Metabolomics	DXQGJYE	WDVULGU	Monkey	MDGSJRD	PNWCODB	BGXCYGM	QYSSFFP	ZEGPUNF	NNGHUWV	QUHNCMT	MZTVACE	QZISZMR	PXLECAT	DYBIYPE	XMOVFIF	AJXLSDR	QLTTNNS	AROEBPR	ZNIPCJK	FRFSZND	XSGCVLP	ESYBPFG	TQLWABD	TQLWABD
LRYIJLI	HHOIPVP	XZDMAAM	ZYDCRCB	RNA-seq	OEUJRFO	PXCDLRG	Rat	YNWAGVE	KZVVDXR	YTRXQUN	FGSZEEK	YIRLHGJ	WJTVHKM	MFRHIDG	NAVKMKY	TSLSXQQ	LWIHJFS	PMAVOIH	CIAZWIF	EITFVWM	KASIBPE	BYASRIG	KGVJBDG	IONTMJD	WNDLNGH	AFDPXPE	YOGRQEV	YOGRQEV
NTWEMZV	ETJMOVU	OKLPIUJ	LPRNJPG	DGE-seq	OYCEEWP	XVDQXSL	Rat	MMGPYIH	BHFAUAO	AFFFLNE	LLQGNIF	GXUFEBW	LCOMYIA	OUOFSFK	ZZOMDIP	PPGXKMC	BKMWTQG	JCQTWWZ	CHPVBYW	JDZVQOF	BLUTUGL	VLAASDH	XSQZCXC	KEHVUSV	HVODEDK	DQOLSYY	NQMEMBL	NQMEMBL
HPOQBYE	VNZJZZU	BPYNLMY	QFYZIFK	Epigenomics	FMREHDI	POHEOKY	Rat	KKZDFXS	HRTBCLP	LVZORSA	IGNEABT	UURSJBO	QLNMASF	WIGECKR	GZIWFIZ	ERFHMQE	EOWPIAR	KOVUZEQ	LEWTAJL	NMKAXFZ	SKKHVVC	PMQPXAH	EQYOSQC	HGBAMWR	YMVZHCG	VTZXSUS	OUGRFFQ	OUGRFFQ
JUHZQBH	ULQMKQD	BVFGRXL	TKQHJRG	Metabolomics	REYFGDL	XSHNBNK	Rat	KYLHHRX	JKVXXJT	PRYEVHI	IZHKZJI	YULZNUT	IVGENDW	QJFEBPE	DXVQZIM	BNCSVCK	PGOTCZB	VTFHCAB	DDWAIFM	VZJGMCF	IWJUZAR	MOMQGVK	EFFWNET	HBTSNCJ	MSABMZC	FSFZZYV	QQFLLKG	QQFLLKG
GXNOWNH	FBWXQMI	UVPHNNY	VIQSSEX	RNA-seq	XDFBWNU	PSKNLEZ	Human	VFQSOZK	IENWPHD	CZTHLAB	IRBEUQH	EIVJSHQ	ULPFGWB	WNXEJVO	EWUFKGR	ZYBPGRK	FOFVKXG	BICUEBP	JOAHEON	KUCNMNW	KXXEESW	BYUUWLJ	TYENRVF	RZUREZB	VGCZJPE	IXMPJLW	PPMLQXI	PPMLQXI
KLPWYOV	PFORLYS	UVJLIPG	LFRKRCK	RNA-seq	FXIDGBQ	XPNTVRA	Human	KBGTKZH	UXWMMST	KGYVQRH	ONOBPNM	TFXLJHD	VTNKAVZ	IHREDCP	UUISWAO	PZRHZGJ	OTWCHBU	YXVULTD	FIDPECG	NNKNTTF	LYFNTVQ	HOTHXDT	CJQGUEN	QISSIHR	PEWRCBN	CKZMRDB	BDZSXZG	BDZSXZG
JYWBSYS	ZNFRQWD	EPUKRXK	VHNNNQY	DGE-seq	XFNKHTA	XNBUXRP	Mouse	TGUIXGG	STGUMQZ	XDRJSBC	HGXPLGW	IFKDNUA	IKWEIUW	LEMDMQB	MDOTRBD	MWNZTSE	HTUEFFJ	QTJCHFC	WZJPAZB	DGGGCDH	RKJJSBP	JDUMMSY	VFDXDQO	NVREUSX	YBADBXG	TBZPAVZ	TECVUVI	TECVUVI
HHULDEP	KIPKBMA	BSPXDYR	HNPEXDB	Epigenomics	QGQWQZF	GSTATUF	Monkey	VHUHLIH	JLVXLCS	YVRMDKS	OTTOAAJ	HTONHJG	HCRAONC	ZKTLWXA	HKPCIAD	FSQDLBM	OXTQOFD	EHSALKM	XVIRPXG	RECTZQA	RWOZSJZ	ERZBNBW	QJWAHOZ	ZPNHVIX	GRXLVUE	FQFTAGI	PYTOQBK	PYTOQBK
IDRKUSC	VDQFUVK	IYWZUXM	LCUVCVT	Metabolomics	LPADGVY	APMFKOV	Rat	GGZWMKV	JMZFBGJ	QMBKYJY	GAAIFSC	IUAXDAE	SKAPHBD	BMZLMVF	IKJGMJR	MRCYXCG	VLDUHYJ	JDNYGSM	MEHXLLT	XCUYEVZ	KCRAJKP	TMWUZWG	DPMHDSO	DPBTZFO	LBEEBXR	YBVPOJO	PPRDCKR	PPRDCKR
VBFOYDT	KZRCLDU	SDUBOVR	FKYTHZJ	RNA-seq	GGUFXJI	HXGVOFR	Rat	DZTWGYO	IOJKLQN	NRBGIVK	TBIRRSW	AGBLAMS	WDMLJAY	RGXKNKC	QZJPKJW	XDHOIVL	MZKFTKM	ZJCCJZS	TMWUENL	MNUWJUY	DIPSGBS	HHHDUII	GTZKNVD	GXXSDSF	UEBOOVI	YVALEOL	YPAZIEF	YPAZIEF
CWWRNBL	AGVHOIJ	CZNBYJO	LSEGJQA	DGE-seq	MKKOLUL	GZMBAML	Rat	OSQJLXM	AOVMBKH	BSBUGEU	TLEQZNO	CYWJGNQ	UYIHYQU	NBBJQYZ	BZXNRRX	XHTZLUX	JZQLJMO	FRSUGPP	ZBMTLGU	WGRTDDT	ADMUHSE	YJFUXDV	EYQGNEU	UMLCRGX	QDDYZNI	FLTOLGJ	MJPERUU	MJPERUU
BNQSMML	LXHODRX	JKMGBPS	QHAOGGZ	Epigenomics	ZHMMBVL	ATRVKXP	Rat	ATXVVSI	IHUWXYY	NLPTQBS	JGUSFJV	TMPHWDG	QTQDKYU	WCIWOJZ	PNJYDOG	OOQFJEE	AXMFHXK	HHGBYOK	TCCMQWG	YIMAJRD	DEFTEAI	YOLQPCP	PBGGOTR	LAIZOJT	KDIILOD	ECDKQXV	XFEYOSH	XFEYOSH
UBAFFCE	BGPLVCO	EDXXAFY	QEGKRZL	Metabolomics	NVNBILA	CHYOCZP	Human	CWXAHUS	RROKZEX	GCICJQH	TIGSXLV	EJOKNIN	GKHGQBE	DQXLLRS	SLWKVCU	QVLUDGR	PYSHKGT	GOUEXXE	ZXKPEZJ	GSKSHNC	DRTHHMG	GGBUAXE	WVMAIBM	RPMZDYV	TDYFYXN	PAWTFGD	KRWZOKI	KRWZOKI
LGGSXDA	UQDFFDX	KNSCZVQ	QYPEKYH	RNA-seq	QKZYWGH	IAPKPWB	Human	VDSITZZ	TBDWLJS	RIYTYRS	FCNSUQB	ANRNEPS	ELGUKJI	DLMPFJD	CIDAQPK	HNHYWKW	KERFZNS	ZMREDWR	ZVCUJMI	PPQPZCP	TYDMNBN	RJYRDGL	GAVKGVI	NIWTEEC	VZZWXRB	AZRMJUC	TCUSLHB	TCUSLHB
DAKKYKG	TWCGOOJ	WNLPFLP	EKPPRQL	RNA-seq	AHWCOPX	MREWMRM	Mouse	HMCDICF	ABLMZAV	ECKECPA	AWECINA	IVFQNZP	BFCOPCS	EHHKKVY	MMSOSSJ	FVGAXIO	TQQRCWN	RDARSNW	QPFBEYN	PKVYRWP	SIPKZQZ	ZTIXQUF	FSQPPBG	PVTQERY	LYHENQE	LLNXSKO	AVIFPWK	AVIFPWK
SOGCTIR	JYYUBJP	JPQIZEM	JBIMSCA	DGE-seq	GSMXBPD	SWSVXZQ	Monkey	MDYKFDR	KLHXHYY	JQMMRPP	IBXRHUD	EKHMITX	USIMYGK	BZAUCPL	IWZSVPK	OEMIDIH	WSZZHTV	RUPLDRP	OXINEBT	TSLWRQR	QEKHOBG	FLVBUJW	LUKMRUP	CFDNYPQ	AJFXLTO	IPIHBIG	ZRTIKDM	ZRTIKDM
KDTYRBM	YEUDPVC	IQUUAAB	UVCDZGN	Epigenomics	JOGRURJ	WJSKQEA	Rat	TVTVGSG	XRCIZSR	KACASAV	UILQODH	CBZDDHW	VIFEXKP	IIOWCQK	SFJIEJK	BZRSIBB	MTCWQQH	IEXXMHS	QNOQPKE	CPKGXIK	JDLDUUG	UTMQCLG	YRARSCN	FZFSEEB	SULFXQP	FRWQNJD	ZWRMCNE	ZWRMCNE
ANFDQIX	IALAIBC	OFFQPOK	GAGXHHX	Metabolomics	CWZKXLK	FOOPGGP	Rat	LAWOOZV	NRJZSSC	OOBNFTW	BFUNGSI	SFSJHBN	NEVCNRY	ZKNCXLV	IMOAUTN	IGWETJP	GYSWWMT	GSNIBPL	RWDBGYT	CZAFHFT	YBLLOMM	GWRKDXU	PBROKRJ	PGWKBXX	TGHIMWS	WKOJBCT	MWQMWDX	MWQMWDX
LSMPION	IEUHKPJ	EKNQPUT	UBDAGRP	RNA-seq	JQRIHEC	DWDZNJU	Rat	JENLZHI	VEPYOUF	CMYPWQJ	RGTONJQ	XPPJLOJ	DHBQWKT	QOWBPXF	QSHANKN	GHGIEOI	ADIGDXM	UHBXSUC	RNJSQGF	IDOSIGR	OLQJRKD	SAHYXSI	VJHRNBO	VOLFLGI	YDMAKKQ	PXFAWOT	AVXUNOV	AVXUNOV
WZVKXKY	IJBZPMF	GZFIBCB	ZLJNVJY	DGE-seq	ATNRHCA	TLTMMZT	Rat	TVHYTEA	SCUWXMM	HZQMZFU	ZBHEZKP	KXMBWTK	VDINJQR	ATWQLKX	MNMMKMM	MEVJROP	ENPIVTE	ANMFQVX	AXXYFOO	TKSSBSP	HQDWBHH	MFDMLEB	GLRHGHI	EQTMFLC	XSJDLQI	UIEBWCX	NCRFFZR	NCRFFZR
FJMIDOP	YTWMDPL	WYFTOLK	JJKIMMO	Epigenomics	AKZHNND	OVTOJCY	Human	IERMPEZ	TERMGIG	RXOZZVX	VFSJRQX	QRPTIBG	TZUGQKM	OZKZQYK	SCZRCZV	NIYWRRY	RSFNLDR	CKBFGBX	TYQIFBB	HLMEUJG	LQWZSVK	KSVLHWA	YVJBOVW	GUNWQBL	LVPJRJT	EKHGGOO	HAYSXQJ	HAYSXQJ
